Objectid,Title,Type,Date,Creator,Description,Subject,Location,Source,Page URL,Format,Language,Rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
235571318,Advertising,Advertising,2/19/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235571318,http://trove.nla.gov.au/newspaper/page/25380980,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235570405.jpg,,,,
235571656,Advertising,Advertising,4/20/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235571656,http://trove.nla.gov.au/newspaper/page/25381744,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235571172.jpg,,,,
235571916,Advertising,Advertising,6/15/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235571916,http://trove.nla.gov.au/newspaper/page/25381792,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235571318.jpg,,,,
235572073,Advertising,Advertising,2/10/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235572073,http://trove.nla.gov.au/newspaper/page/25381684,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235571656.jpg,,,,
235572508,Advertising,Advertising,9/30/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235572508,http://trove.nla.gov.au/newspaper/page/25381576,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235571916.jpg,,,,
235572550,Advertising,Advertising,8/20/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235572550,http://trove.nla.gov.au/newspaper/page/25381190,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235572073.jpg,,,,
235572682,Advertising,Advertising,12/21/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235572682,http://trove.nla.gov.au/newspaper/page/25381956,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235572508.jpg,,,,
235573084,Advertising,Advertising,7/27/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235573084,http://trove.nla.gov.au/newspaper/page/25381828,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235572550.jpg,,,,
235573570,Advertising,Advertising,2/24/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235573570,http://trove.nla.gov.au/newspaper/page/25381696,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235572682.jpg,,,,
235573673,Advertising,Advertising,4/22/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235573673,http://trove.nla.gov.au/newspaper/page/25381444,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235573084.jpg,,,,
235574422,Advertising,Advertising,7/2/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235574422,http://trove.nla.gov.au/newspaper/page/25381134,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235573570.jpg,,,,
235574567,Advertising,Advertising,5/28/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235574567,http://trove.nla.gov.au/newspaper/page/25381094,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235573673.jpg,,,,
235574698,Advertising,Advertising,4/27/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235574698,http://trove.nla.gov.au/newspaper/page/25381750,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235574422.jpg,,,,
235574769,Advertising,Advertising,2/17/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235574769,http://trove.nla.gov.au/newspaper/page/25381690,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235574567.jpg,,,,
235574801,Advertising,Advertising,6/18/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235574801,http://trove.nla.gov.au/newspaper/page/25381118,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235574698.jpg,,,,
235574902,Advertising,Advertising,12/7/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235574902,http://trove.nla.gov.au/newspaper/page/25381944,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235574769.jpg,,,,
235574982,Advertising,Advertising,7/6/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235574982,http://trove.nla.gov.au/newspaper/page/25381810,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235574801.jpg,,,,
235575405,Advertising,Advertising,1/20/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235575405,http://trove.nla.gov.au/newspaper/page/25381666,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235574902.jpg,,,,
235575458,Advertising,Advertising,1/22/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235575458,http://trove.nla.gov.au/newspaper/page/25380946,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235574982.jpg,,,,
235575572,Advertising,Advertising,3/9/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235575572,http://trove.nla.gov.au/newspaper/page/25381708,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235575405.jpg,,,,
235576391,Advertising,Advertising,10/1/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235576391,http://trove.nla.gov.au/newspaper/page/25381238,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235575458.jpg,,,,
235576489,Advertising,Advertising,6/22/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235576489,http://trove.nla.gov.au/newspaper/page/25381798,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235575572.jpg,,,,
235576557,Advertising,Advertising,3/23/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235576557,http://trove.nla.gov.au/newspaper/page/25381720,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235576391.jpg,,,,
235576657,Advertising,Advertising,2/12/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235576657,http://trove.nla.gov.au/newspaper/page/25380972,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235576489.jpg,,,,
235576771,Advertising,Advertising,5/18/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235576771,http://trove.nla.gov.au/newspaper/page/25381768,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235576557.jpg,,,,
235576825,Advertising,Advertising,5/25/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235576825,http://trove.nla.gov.au/newspaper/page/25381774,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235576657.jpg,,,,
235577121,Advertising,Advertising,6/1/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235577121,http://trove.nla.gov.au/newspaper/page/25381780,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235576771.jpg,,,,
235577342,Advertising,Advertising,12/24/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235577342,http://trove.nla.gov.au/newspaper/page/25381334,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235576825.jpg,,,,
235577358,DANEBANK SCHOOL.,Article,12/24/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235577358,http://trove.nla.gov.au/newspaper/page/25381335,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235577121.jpg,,,,
235577909,Advertising,Advertising,9/28/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235577909,http://trove.nla.gov.au/newspaper/page/25381882,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235577342.jpg,,,,
235577968,Advertising,Advertising,2/3/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235577968,http://trove.nla.gov.au/newspaper/page/25381678,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235577358.jpg,,,,
235578039,Advertising,Advertising,12/30/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235578039,http://trove.nla.gov.au/newspaper/page/25381648,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235577909.jpg,,,,
235578355,Advertising,Advertising,10/14/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235578355,http://trove.nla.gov.au/newspaper/page/25381588,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235577968.jpg,,,,
235578412,Advertising,Advertising,1/27/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235578412,http://trove.nla.gov.au/newspaper/page/25381672,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235578039.jpg,,,,
235578913,Advertising,Advertising,2/18/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235578913,http://trove.nla.gov.au/newspaper/page/25381396,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235578355.jpg,,,,
235579020,Advertising,Advertising,7/22/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235579020,http://trove.nla.gov.au/newspaper/page/25381516,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235578412.jpg,,,,
235579111,Advertising,Advertising,11/16/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235579111,http://trove.nla.gov.au/newspaper/page/25381926,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235578913.jpg,,,,
235579413,Advertising,Advertising,7/13/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235579413,http://trove.nla.gov.au/newspaper/page/25381816,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235579020.jpg,,,,
235579620,Advertising,Advertising,1/21/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235579620,http://trove.nla.gov.au/newspaper/page/25381366,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235579111.jpg,,,,
235579736,Advertising,Advertising,3/2/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235579736,http://trove.nla.gov.au/newspaper/page/25381702,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235579413.jpg,,,,
235580148,Advertising,Advertising,1/8/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235580148,http://trove.nla.gov.au/newspaper/page/25380930,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235579620.jpg,,,,
235580283,Advertising,Advertising,6/8/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235580283,http://trove.nla.gov.au/newspaper/page/25381786,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235579736.jpg,,,,
235580369,Advertising,Advertising,12/14/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235580369,http://trove.nla.gov.au/newspaper/page/25381950,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235580148.jpg,,,,
235580410,Advertising,Advertising,9/9/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235580410,http://trove.nla.gov.au/newspaper/page/25381558,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235580283.jpg,,,,
235580793,Advertising,Advertising,12/3/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235580793,http://trove.nla.gov.au/newspaper/page/25381310,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235580369.jpg,,,,
235581014,Advertising,Advertising,8/10/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235581014,http://trove.nla.gov.au/newspaper/page/25381840,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235580410.jpg,,,,
235581285,Advertising,Advertising,4/2/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235581285,http://trove.nla.gov.au/newspaper/page/25381030,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235580793.jpg,,,,
235581537,Advertising,Advertising,4/9/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235581537,http://trove.nla.gov.au/newspaper/page/25381038,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235581014.jpg,,,,
235581656,Advertising,Advertising,5/4/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235581656,http://trove.nla.gov.au/newspaper/page/25381756,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235581285.jpg,,,,
235581710,Advertising,Advertising,9/7/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235581710,http://trove.nla.gov.au/newspaper/page/25381864,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235581537.jpg,,,,
235581737,UNIVERSITY TUTORIAL CLASS,Article,4/23/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,University education,"Hurstville, NSW",http://nla.gov.au/nla.news-article235581737,http://trove.nla.gov.au/newspaper/page/25381054,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235581656.jpg,,,,
235581758,Advertising,Advertising,4/23/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235581758,http://trove.nla.gov.au/newspaper/page/25381054,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235581710.jpg,,,,
235582252,Advertising,Advertising,1/28/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235582252,http://trove.nla.gov.au/newspaper/page/25381374,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235581737.jpg,,,,
235582785,Advertising,Advertising,3/5/1942,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235582785,http://trove.nla.gov.au/newspaper/page/25380996,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235581758.jpg,,,,
235583055,Advertising,Advertising,4/6/1944,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235583055,http://trove.nla.gov.au/newspaper/page/25381732,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235582252.jpg,,,,
235583216,Advertising,Advertising,3/18/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235583216,http://trove.nla.gov.au/newspaper/page/25381414,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235582785.jpg,,,,
235583296,Advertising,Advertising,11/11/1943,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235583296,http://trove.nla.gov.au/newspaper/page/25381612,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235583055.jpg,,,,
235584154,Advertising,Advertising,10/9/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235584154,http://trove.nla.gov.au/newspaper/page/25394328,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235583216.jpg,,,,
235585896,HURSTVILLE YULETIDE FAIR.,Article,12/5/1940,"The Propeller (Hurstville, NSW : 1911 - 1954)",,Fairs and fetes,"Hurstville, NSW",http://nla.gov.au/nla.news-article235585896,http://trove.nla.gov.au/newspaper/page/25393976,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235583296.jpg,,,,
235586530,HURSTVILLE SPRING FAIR.,Article,11/16/1939,"The Propeller (Hurstville, NSW : 1911 - 1954)",,Fairs and fetes,"Hurstville, NSW",http://nla.gov.au/nla.news-article235586530,http://trove.nla.gov.au/newspaper/page/25393523,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235584154.jpg,,,,
235586984,DANEBANK SCHOOL.,Article,12/14/1939,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235586984,http://trove.nla.gov.au/newspaper/page/25393558,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235585896.jpg,,,,
